feature,count,mean,std,min,25%,50%,75%,max
imf_9_spectral_entropy,1.0,0.060388056416048566,,0.060388056416048566,0.060388056416048566,0.060388056416048566,0.060388056416048566,0.060388056416048566
imf_bandwidth_mean,1.0,107.5129747589585,,107.5129747589585,107.5129747589585,107.5129747589585,107.5129747589585,107.5129747589585
imf_centre_freq_mean,1.0,402.6279260806354,,402.6279260806354,402.6279260806354,402.6279260806354,402.6279260806354,402.6279260806354
imf_count,1.0,9.0,,9.0,9.0,9.0,9.0,9.0
imf_entropy_mean,1.0,0.34390867758805777,,0.34390867758805777,0.34390867758805777,0.34390867758805777,0.34390867758805777,0.34390867758805777
imf_frequency_ordering_score,1.0,0.875,,0.875,0.875,0.875,0.875,0.875
imf_max_adjacent_correlation,1.0,0.1693448261869324,,0.1693448261869324,0.1693448261869324,0.1693448261869324,0.1693448261869324,0.1693448261869324
imf_max_energy_ratio,1.0,0.6604971204075697,,0.6604971204075697,0.6604971204075697,0.6604971204075697,0.6604971204075697,0.6604971204075697
imf_mode_mixing_index,1.0,0.0727979843424154,,0.0727979843424154,0.0727979843424154,0.0727979843424154,0.0727979843424154,0.0727979843424154
imf_orthogonality_index,1.0,-0.02718037978125252,,-0.02718037978125252,-0.02718037978125252,-0.02718037978125252,-0.02718037978125252,-0.02718037978125252
imf_selected_count,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
physics_chatter_band_energy,1.0,4.377837563501829e-09,,4.377837563501829e-09,4.377837563501829e-09,4.377837563501829e-09,4.377837563501829e-09,4.377837563501829e-09
physics_frequency_proximity,1.0,0.5404482207374518,,0.5404482207374518,0.5404482207374518,0.5404482207374518,0.5404482207374518,0.5404482207374518
time_clearance_factor,1.0,15.591088803073662,,15.591088803073662,15.591088803073662,15.591088803073662,15.591088803073662,15.591088803073662
time_crest_factor,1.0,8.029764624070895,,8.029764624070895,8.029764624070895,8.029764624070895,8.029764624070895,8.029764624070895
time_impulse_factor,1.0,12.14532326584901,,12.14532326584901,12.14532326584901,12.14532326584901,12.14532326584901,12.14532326584901
time_kurtosis,1.0,11.107722502079634,,11.107722502079634,11.107722502079634,11.107722502079634,11.107722502079634,11.107722502079634
time_mean_absolute,1.0,0.00030902963186158275,,0.00030902963186158275,0.00030902963186158275,0.00030902963186158275,0.00030902963186158275,0.00030902963186158275
time_peak_to_peak,1.0,0.007424005312965668,,0.007424005312965668,0.007424005312965668,0.007424005312965668,0.007424005312965668,0.007424005312965668
time_rms,1.0,0.00046741902825321195,,0.00046741902825321195,0.00046741902825321195,0.00046741902825321195,0.00046741902825321195,0.00046741902825321195
time_shape_factor,1.0,1.5125378930088273,,1.5125378930088273,1.5125378930088273,1.5125378930088273,1.5125378930088273,1.5125378930088273
time_skewness,1.0,-0.11140637925595509,,-0.11140637925595509,-0.11140637925595509,-0.11140637925595509,-0.11140637925595509,-0.11140637925595509
time_std,1.0,0.00046741856020705803,,0.00046741856020705803,0.00046741856020705803,0.00046741856020705803,0.00046741856020705803,0.00046741856020705803
time_variance,1.0,2.1848011042603916e-07,,2.1848011042603916e-07,2.1848011042603916e-07,2.1848011042603916e-07,2.1848011042603916e-07,2.1848011042603916e-07
time_zero_crossing_rate,1.0,0.33733373337333733,,0.33733373337333733,0.33733373337333733,0.33733373337333733,0.33733373337333733,0.33733373337333733
wavelet_cA_4_energy,1.0,0.0001817191834380678,,0.0001817191834380678,0.0001817191834380678,0.0001817191834380678,0.0001817191834380678,0.0001817191834380678
wavelet_cA_4_energy_ratio,1.0,0.08252316569442043,,0.08252316569442043,0.08252316569442043,0.08252316569442043,0.08252316569442043,0.08252316569442043
wavelet_cD_1_energy,1.0,0.0003822406967699231,,0.0003822406967699231,0.0003822406967699231,0.0003822406967699231,0.0003822406967699231,0.0003822406967699231
wavelet_cD_1_energy_ratio,1.0,0.17358493340052666,,0.17358493340052666,0.17358493340052666,0.17358493340052666,0.17358493340052666,0.17358493340052666
wavelet_cD_2_energy,1.0,0.0016361193161694792,,0.0016361193161694792,0.0016361193161694792,0.0016361193161694792,0.0016361193161694792,0.0016361193161694792
wavelet_cD_2_energy_ratio,1.0,0.7430021578878135,,0.7430021578878135,0.7430021578878135,0.7430021578878135,0.7430021578878135,0.7430021578878135
wavelet_cD_3_energy,1.0,1.8020379941756912e-06,,1.8020379941756912e-06,1.8020379941756912e-06,1.8020379941756912e-06,1.8020379941756912e-06,1.8020379941756912e-06
wavelet_cD_3_energy_ratio,1.0,0.0008183499241382176,,0.0008183499241382176,0.0008183499241382176,0.0008183499241382176,0.0008183499241382176,0.0008183499241382176
wavelet_cD_4_energy,1.0,1.5721033569544196e-07,,1.5721033569544196e-07,1.5721033569544196e-07,1.5721033569544196e-07,1.5721033569544196e-07,1.5721033569544196e-07
wavelet_cD_4_energy_ratio,1.0,7.139309310121322e-05,,7.139309310121322e-05,7.139309310121322e-05,7.139309310121322e-05,7.139309310121322e-05,7.139309310121322e-05
wavelet_dominant_ridge_hz,1.0,2260.0,,2260.0,2260.0,2260.0,2260.0,2260.0
wavelet_entropy,1.0,0.4579507122523553,,0.4579507122523553,0.4579507122523553,0.4579507122523553,0.4579507122523553,0.4579507122523553
wavelet_high_freq_ratio,1.0,0.9165870912883403,,0.9165870912883403,0.9165870912883403,0.9165870912883403,0.9165870912883403,0.9165870912883403
wavelet_time_frequency_concentration,1.0,0.031334412917333444,,0.031334412917333444,0.031334412917333444,0.031334412917333444,0.031334412917333444,0.031334412917333444
start_index,1.0,14953.0,,14953.0,14953.0,14953.0,14953.0,14953.0
end_index,1.0,24953.0,,24953.0,24953.0,24953.0,24953.0,24953.0
