cutoff,highpass_cutoff_hz,lowpass_cutoff_hz,high_pass_cutoff_hz,low_pass_cutoff_hz,filter_order,source_segment_sha256,source_segment_samples,scale_factor,objective,final_score,objective_weights,spectral_overlap,maximum_adjacent_correlation,signed_orthogonality_index,absolute_orthogonality_index,frequency_ordering_score,frequency_ordering_penalty,chatter_band_distortion,seed_instability,seed_stability,mean_reconstruction_nrmse,ceemdan_seeds
20.0,20.0,490.0,20.0,490.0,3,10bc666c3aaef29407fdcf36a29ea3f5ab441bb1f813c5a71a49aab531181d62,512,1.2492577441709931,0.1562194695246148,0.1562194695246148,"{'spectral_overlap': 0.2, 'maximum_adjacent_correlation': 0.15, 'absolute_orthogonality': 0.15, 'frequency_ordering_penalty': 0.15, 'seed_instability': 0.2, 'chatter_band_distortion': 0.15}",0.2699997379951943,0.260591466278742,-0.33650051632118316,0.33650051632118316,1.0,0.0,4.741279258091424e-09,0.06327861912197637,"{'n_seeds': 2, 'seeds': [42, 43], 'imf_counts': [3, 3], 'imf_count_standard_deviation': 0.0, 'imf_count_range': 0, 'imf_count_mismatch_fraction': 0.0, 'centre_frequency_log_ratio_mean': 0.07260258735139516, 'centre_frequency_instability': 0.07002966142737954, 'energy_distribution_l1': 0.010263100764187391, 'matched_imf_correlation_mean': 0.7925187789237061, 'matched_imf_correlation_minimum': 0.5924298735929224, 'spectral_overlap_mean': 0.2699997379951943, 'spectral_overlap_standard_deviation': 0.02861911234202101, 'structural_components': {'centre_frequency': 0.07002966142737954, 'energy_distribution': 0.010263100764187391, 'matched_imf_correlation': 0.20748122107629385, 'spectral_overlap_variation': 0.02861911234202101, 'imf_count_variation': 0.0}, 'instability_score': 0.06327861912197637, 'per_seed': [{'seed': 42, 'number_of_imfs': 3, 'centre_frequencies_hz': [310.8789932577131, 35.53833729205541, 28.637446559681635], 'energy_percentages': [27.85346324633172, 47.36746635028284, 24.779070403385433], 'spectral_overlap': 0.2986188503372153}, {'seed': 43, 'number_of_imfs': 3, 'centre_frequencies_hz': [310.9904366233748, 39.7796141762471, 31.798591385979094], 'energy_percentages': [28.879773322750463, 47.03221147950197, 24.088015197747566], 'spectral_overlap': 0.24138062565317328}], 'pairwise_comparisons': [{'first_imf_count': 3, 'second_imf_count': 3, 'matched_pairs': [[1, 1], [2, 2], [3, 3]], 'matched_imf_correlation_mean': 0.7925187789237061, 'matched_imf_correlation_minimum': 0.5924298735929224, 'centre_frequency_log_ratio_mean': 0.07260258735139516, 'centre_frequency_instability': 0.07002966142737954, 'energy_distribution_l1': 0.010263100764187391, 'imf_count_mismatch_fraction': 0.0, 'first_seed': 42, 'second_seed': 43}]}",1.3151742703873196e-16,"[42, 43]"
