imf_index,energy_percentage,centre_frequency_hz,bandwidth_hz,spectral_entropy,rms
1,32.51223539210586,310.8277847410352,57.96697788150637,0.30496500950135286,0.29007479464023556
2,57.60837175454344,38.442283364858184,17.61248499455742,0.33954762732000277,0.38612629546931615
3,9.879392853350698,22.64254593135059,11.478759168790708,0.5318084859405885,0.15990119370351208
