imf_index,gate,selected
1,0.35915279782160564,False
2,0.22340603148141616,False
3,0.11542872032289345,False
4,0.12838599991846744,False
5,0.051766370216269474,False
6,0.03989465510743237,False
7,0.029067115210536263,False
8,0.023687275607611354,False
9,0.029211034313767772,False
