coefficient_name,level,is_approximation,coefficient_count,frequency_low_hz,frequency_high_hz,chatter_overlap_fraction,input_energy,output_energy,threshold,threshold_scale,is_detail,coefficient_energy,energy,energy_ratio,chatter_band_overlap_fraction,chatter_overlap
cA_2,2,True,130,0.0,125.0,0.0,2.3652343698683946,2.3652343698683946,0.0,0.0,False,2.3652343698683946,2.3652343698683946,0.0565764156336004,0.0,0.0
cD_2,2,False,130,125.0,250.0,0.0,7.613071668537023,0.0,0.6484412681599475,1.4,True,7.613071668537023,7.613071668537023,0.18210470490985814,0.0,0.0
cD_1,1,False,257,250.0,500.0,0.48,31.82770700395664,0.0005175014987334983,0.6881469430178564,0.968,True,31.82770700395664,31.82770700395664,0.7613188794565415,0.48,0.48
